title,url,price,avg_review,num_reviews,desc_text,desc_list,prod_category
Masters of The Universe TV Series He-Man Rides Into Battle Youth T-Shirt Tee,https://www.walmart.com/ip/Masters-of-The-Universe-TV-Series-He-Man-Rides-Into-Battle-Youth-T-Shirt-Tee/964759134,15.95,,0,,,Clothing
Masters Of The Universe TV Show He-Man's Crew Faded Adult Slim T-Shirt Tee,https://www.walmart.com/ip/Masters-Of-The-Universe-TV-Show-He-Man-s-Crew-Faded-Adult-Slim-T-Shirt-Tee/959468422,29.95,,0,The design depicted is only printed on the front of the t-shirt. There is no design on the back of the t-shirt. ,,Shop by Movie
Masters of The Universe TV Series He-Man Rides Into Battle Youth T-Shirt Tee,https://www.walmart.com/ip/Masters-of-The-Universe-TV-Series-He-Man-Rides-Into-Battle-Youth-T-Shirt-Tee/906559254,15.95,,0,,,Clothing
Masters Of The Universe TV Show He-Man's Crew Faded Adult Heather T-Shirt Tee,https://www.walmart.com/ip/Masters-Of-The-Universe-TV-Show-He-Man-s-Crew-Faded-Adult-Heather-T-Shirt-Tee/924551357,29.95,,0,The design depicted is only printed on the front of the t-shirt. There is no design on the back of the t-shirt. ,,Shop by Movie
Masters Of The Universe Animated TV Show He-Man's Crew Faded Women's T-Shirt Tee,https://www.walmart.com/ip/Masters-Of-The-Universe-Animated-TV-Show-He-Man-s-Crew-Faded-Women-s-T-Shirt-Tee/877951398,29.95,,0,,,Clothing
Masters Of The Universe TV Show He-Man's Crew Faded Adult Slim T-Shirt Tee,https://www.walmart.com/ip/Masters-Of-The-Universe-TV-Show-He-Man-s-Crew-Faded-Adult-Slim-T-Shirt-Tee/957387487,29.95,,0,The design depicted is only printed on the front of the t-shirt. There is no design on the back of the t-shirt. ,,Shop by Movie
Masters Of The Universe Animated TV Show He-Man's Crew Faded Women's T-Shirt Tee,https://www.walmart.com/ip/Masters-Of-The-Universe-Animated-TV-Show-He-Man-s-Crew-Faded-Women-s-T-Shirt-Tee/775700507,29.95,,0,,,Clothing
Masters of The Universe TV Series He-Man I Have The Power Youth T-Shirt Tee,https://www.walmart.com/ip/Masters-of-The-Universe-TV-Series-He-Man-I-Have-The-Power-Youth-T-Shirt-Tee/620376137,16.91,,0,,,Clothing
Masters of The Universe TV Series He-Man I Have The Power Youth T-Shirt Tee,https://www.walmart.com/ip/Masters-of-The-Universe-TV-Series-He-Man-I-Have-The-Power-Youth-T-Shirt-Tee/863193343,16.91,,0,,,Clothing
Masters of The Universe TV Series He-Man I Have The Power Youth T-Shirt Tee,https://www.walmart.com/ip/Masters-of-The-Universe-TV-Series-He-Man-I-Have-The-Power-Youth-T-Shirt-Tee/643804058,16.91,,0,,,Clothing
Masters of The Universe TV Series He-Man I Have The Power Youth T-Shirt Tee,https://www.walmart.com/ip/Masters-of-The-Universe-TV-Series-He-Man-I-Have-The-Power-Youth-T-Shirt-Tee/864075339,16.91,,0,,,Clothing
Masters Of The Universe Animated TV He-Man Have The Power Adult HA T-Shirt,https://www.walmart.com/ip/Masters-Of-The-Universe-Animated-TV-He-Man-Have-The-Power-Adult-HA-T-Shirt/53154151,29.95,,0,"The design depicted is only printed on the front of the t-shirt. There is no design on the back of the t-shirt.This t-shirt is hand-made and unique, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt.Image is for clarity. Due to different computer monitors/calibrations, colors may vary from the picture.Masters Of The Universe Animated TV He-Man Have The Power Adult HA T-Shirt",,Shop by Movie
He-Man I Am Skeletor Adult Purple T-Shirt,https://www.walmart.com/ip/He-Man-I-Am-Skeletor-Adult-Purple-T-Shirt/110530674,52.00,,0,,,Clothing
He-Man By the Power of Grayskull Adult Raglan T-Shirt,https://www.walmart.com/ip/He-Man-By-the-Power-of-Grayskull-Adult-Raglan-T-Shirt/122677035,22.00,,0,,,Clothing
He-Man Battle Cat Crew Adult Charcoal T-Shirt,https://www.walmart.com/ip/He-Man-Battle-Cat-Crew-Adult-Charcoal-T-Shirt/152412660,17.95,,0,,,Clothing
Masters of the Universe Mens T-Shirt  - He-Man Do You Even Lift Bro? Arms Cros,https://www.walmart.com/ip/Masters-of-the-Universe-Mens-T-Shirt-He-Man-Do-You-Even-Lift-Bro-Arms-Cros/936413666,14.98,,0,,,Clothing
Masters Of The Universe Animated TV He-Man Have The Power Adult Slim T-Shirt,https://www.walmart.com/ip/Masters-Of-The-Universe-Animated-TV-He-Man-Have-The-Power-Adult-Slim-T-Shirt/101723618,29.95,,0,"The design depicted is only printed on the front of the t-shirt. There is no design on the back of the t-shirt.This t-shirt is hand-made and unique, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt.Image is for clarity. Due to different computer monitors/calibrations, colors may vary from the picture.Masters of the Universe features the legendary animated hero, He-Man. By The Power Of Greyskull..I Have The Power!! And so Prince Adam transforms into the Mighty He-Man, with Kringer the Tiger transformed into Battlecat to fight along at his side to fight the evil Skeletor and his minions.",,Shop by Movie
Masters of The Universe TV Series He-Man I Have The Power Ladies Tank Top Tee,https://www.walmart.com/ip/Masters-of-The-Universe-TV-Series-He-Man-I-Have-The-Power-Ladies-Tank-Top-Tee/206681181,19.95,,0,,,Clothing
Masters of the Universe Mens T-Shirt  - Cartoon Styled He-Man Circle Image (X-Large),https://www.walmart.com/ip/Masters-of-the-Universe-Mens-T-Shirt-Cartoon-Styled-He-Man-Circle-Image-X-Large/324387799,14.98,,0,,,Clothing
"Masters of the Universe 3"" Dorbz Vinyl Figure: He-Man Prince Adam Chase",https://www.walmart.com/ip/Masters-of-the-Universe-3-Dorbz-Vinyl-Figure-He-Man-Prince-Adam-Chase/215257497,26.99,,0,From Masters of the Universe comes all your favorite characters as stylized Dorbz vinyl figures from Funko! This is the rare Prince Adam chase figure. Figure stands 3-inches tall and comes in an attractive window display box. Check out the other Masters of the Universe figures from Funko! Collect them all!,"From Masters of the Universe comes all your favorite characters as stylized Dorbz vinyl figures from Funko!,Stylized figure stands 3-inches tall. This is the rare Prince Adam chase figure.,Comes in an attractive window display box.,Check out the other Masters of the Universe figures from Funko!,Collect them all!",Shop by Movie
Masters Of The Universe TV Show Grayskull He-Man Juniors Black Back T-Shirt Tee,https://www.walmart.com/ip/Masters-Of-The-Universe-TV-Show-Grayskull-He-Man-Juniors-Black-Back-T-Shirt-Tee/431600656,29.95,,0,,,Clothing
Masters Of The Universe TV Show B&W He-Man Sketch Juniors Black Back T-Shirt Tee,https://www.walmart.com/ip/Masters-Of-The-Universe-TV-Show-B-W-He-Man-Sketch-Juniors-Black-Back-T-Shirt-Tee/691606488,29.95,,0,,,Clothing
Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee,https://www.walmart.com/ip/Masters-of-the-Universe-80s-TV-Cartoon-He-Man-1983-Adult-Short-Sleeve-T-Shirt-Graphic-Tee/212561848,28.95,,0,"This shirt was printed in the USA, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt. There is no design on the back of the t-shirt.Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee",,Shop by Movie
Masters of the Universe He-Man Japanese Text Adult Short Sleeve T-Shirt Graphic Tee,https://www.walmart.com/ip/Masters-of-the-Universe-He-Man-Japanese-Text-Adult-Short-Sleeve-T-Shirt-Graphic-Tee/355714969,28.95,,0,"This t-shirt was printed in the USA, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt. There is no design on the back of the t-shirt.Masters of the Universe He-Man Japanese Text Adult Short Sleeve T-Shirt Graphic Tee",,Shop by Movie
Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee,https://www.walmart.com/ip/Masters-of-the-Universe-80s-TV-Cartoon-He-Man-1983-Adult-Short-Sleeve-T-Shirt-Graphic-Tee/660977256,28.95,,0,"This shirt was printed in the USA, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt. There is no design on the back of the t-shirt.Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee",,Shop by Movie
Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee,https://www.walmart.com/ip/Masters-of-the-Universe-80s-TV-Cartoon-He-Man-1983-Adult-Short-Sleeve-T-Shirt-Graphic-Tee/610951846,28.95,,0,"This shirt was printed in the USA, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt. There is no design on the back of the t-shirt.Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee",,Shop by Movie
Masters of the Universe He-Man Japanese Text Adult Short Sleeve T-Shirt Graphic Tee,https://www.walmart.com/ip/Masters-of-the-Universe-He-Man-Japanese-Text-Adult-Short-Sleeve-T-Shirt-Graphic-Tee/385689419,28.95,,0,"This t-shirt was printed in the USA, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt. There is no design on the back of the t-shirt.Masters of the Universe He-Man Japanese Text Adult Short Sleeve T-Shirt Graphic Tee",,Shop by Movie
"Masters of the Universe M.U.S.C.L.E. 3-Pack: He-Man,Teela, Man-At-Arms",https://www.walmart.com/ip/Masters-of-the-Universe-M-U-S-C-L-E-3-Pack-He-Man-Teela-Man-At-Arms/329914055,11.99,,0,"Classic rubber figures return with Masters of the Universe M.U.S.C.L.E.! Each rubbery mini figure is small but mighty. He-Man, Teela, and Man-At-Arms are ready for action!","Masters of the Universe M.U.S.C.L.E. figures return!,Measures approximately 1 3/4 inch inches tall,3-pack includes He-Man, Teela, and Man-At-Arms,Nerd Block exclusive purple color scheme!,Great for collectors!",Toys
He-Man and the Masters of the Universe (1983) 27x40 TV Poster,https://www.walmart.com/ip/He-Man-and-the-Masters-of-the-Universe-1983-27x40-TV-Poster/159043126,17.98,,0,,,Home
He-Man and She-Ra: A Christmas Special (1985) 27x40 Movie Poster,https://www.walmart.com/ip/He-Man-and-She-Ra-A-Christmas-Special-1985-27x40-Movie-Poster/160277487,17.98,,0,,,Home
"He-Man and the Masters of the Universe Movie POSTER 27"" x 40"" Style A1",https://www.walmart.com/ip/He-Man-and-the-Masters-of-the-Universe-Movie-POSTER-27-x-40-Style-A1/357530648,17.98,,0,,,Home
"He-Man and the Masters of the Universe Movie POSTER 27"" x 40"" Style A",https://www.walmart.com/ip/He-Man-and-the-Masters-of-the-Universe-Movie-POSTER-27-x-40-Style-A/863441867,17.98,,0,,,Home
He-Man and She-Ra: A Christmas Special (1985) 11x17 Movie Poster,https://www.walmart.com/ip/He-Man-and-She-Ra-A-Christmas-Special-1985-11x17-Movie-Poster/167700906,9.98,,0,,,Home
"Pop Culture Graphics MOVGI7542 He-Man & She-Ra A Christmas Special Movie Poster, 11 x 17",https://www.walmart.com/ip/Pop-Culture-Graphics-MOVGI7542-He-Man-She-Ra-A-Christmas-Special-Movie-Poster-44-11-x-17/47113669,14.94,,0,,,Home
He-Man and the Masters of the Universe (1983) 11x17 TV Poster,https://www.walmart.com/ip/He-Man-and-the-Masters-of-the-Universe-1983-11x17-TV-Poster/110971184,9.98,,0,,,Home
"He-Man and the Masters of the Universe Movie POSTER 11"" x 17"" Style A",https://www.walmart.com/ip/He-Man-and-the-Masters-of-the-Universe-Movie-POSTER-11-x-17-Style-A/425212318,9.98,,0,,,Home
"Masters of the Universe M.U.S.C.L.E. 3-Pack: He-Man II, Sorceress, Stratos",https://www.walmart.com/ip/Masters-of-the-Universe-M-U-S-C-L-E-3-Pack-He-Man-II-Sorceress-Stratos/389704016,11.99,,0,"The classic rubber figures return with Masters of the Universe M.U.S.C.L.E. figures! Each rubbery mini figure measures approximately 1 3/4-inch inches tall. This 3-pack includes He-Man II, Sorceress, and Stratos in a Nerd Block exclusive purple color scheme! Collect them all!","The classic rubber figures return with Masters of the Universe M.U.S.C.L.E. figures!,Each rubbery mini figure measures approximately 1 3/4-inch inches tall.,3-pack includes He-Man II, Sorceress, and Stratos.,Nerd Block exclusive purple color scheme!,Collect them all!",Toys
"He-Man and the Masters of the Universe Movie POSTER 11"" x 17"" Style B",https://www.walmart.com/ip/He-Man-and-the-Masters-of-the-Universe-Movie-POSTER-11-x-17-Style-B/375498883,9.98,,0,,,Home
Snake He-Man & Battle Armor King Hsss Action Figure 2-Pack,https://www.walmart.com/ip/Snake-He-Man-Battle-Armor-King-Hsss-Action-Figure-2-Pack/47767951,189.99,,0,"Snake Men Series. Figures with Armor and Weapons.Real Name: Adam of the House of RandorWhen the Snake Men returned to Eternia from their banishment in the Void, Adam used the Power of Grayskull to create upgraded armor more adapted to combat his new reptilian enemy. Equipped with a venom-proof shield and a corodite snake pincher, Adam is now fully protected in his Snake Armor, ready to fight off King Hssss and his army of snake warriors! Eventually, Adam was forced to use his armor to battle against his former friend and mentor Duncan who had been hideously transformed by the Serpents Ring into a Snake Man. Refusing to kill Duncan, AdamsSnake Armor was destroyed by Snake Man-At-Arms newly invented neutralizer blaster which could disrupt the Power of Grayskull itself!Real Name: Hssss of the Viper ClanBeheaded by Zodak during the Battle against Serpos, King Hssss slowly regenerated thanks to the darkness of his dungeon cell. Regrouping at Serpos destroyed temple deep in Subternia, Hssss lead the Snake Men to the surface to find Skeletor and a newly returned Hordak warring for the throne of Eternia. Sent into hibernation by Hordaks magic, Hssss army waited and multiplied. Returning at last, the leader of the Snake Men brought his army to the Second Ultimate Battleground to determine once and for all rule of Eternia. But unknown to him, He-Man had journeyed into the past and learned the Snake Mens only secret weakness. With this knowledge the Masters were able to defeat the Snake King and his army. Orko cast the Spell of Separation which split apart the mixed mutated DNA that held the reptilian ruler and his Snake Men together!",,Toys
DC / Masters of the Universe Club Eternia Superman Vs. He-Man Action Figures,https://www.walmart.com/ip/DC-Masters-of-the-Universe-Club-Eternia-Superman-Vs-He-Man-Action-Figures/48244921,224.99,,0,"Each pack comes with a reprint of the 1980s MOTU vs. Superman comic books from DC, and both He-Man and Skeletor are repainted in their comic book decos. He-Man comes with a battle axe and shield, Skeletor comes with a yellow clear Power Sword, Luthor comes with a gun and Kryptonite in four shades, and Superman, well, hes Superman so he doesnt need any accessories!",,Toys
Funko Masters of the Universe Wacky Wobbler He-Man Bobble Head,https://www.walmart.com/ip/Funko-Masters-of-the-Universe-Wacky-Wobbler-He-Man-Bobble-Head/47619424,99.58,,0,Funko Masters of the Universe Wacky Wobbler He-Man Bobble Head,,Toys
FUNKO DORBZ: MASTERS OF THE UNIVERSE - HE-MAN,https://www.walmart.com/ip/FUNKO-DORBZ-MASTERS-OF-THE-UNIVERSE-HE-MAN/600406695,11.09,,0,FUNKO DORBZ: MASTERS OF THE UNIVERSE - HE-MAN,,Toys
Funko Masters Of The Universe Soda He-Man Vinyl Figure,https://www.walmart.com/ip/Funko-Masters-Of-The-Universe-Soda-He-Man-Vinyl-Figure/816220997,18.99,,0,"This is a Masters Of The Universe Soda He-Man Vinyl Figure that's produced by the fine folks over at Funko. These are limited to only 10,000 units.",,Toys
Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee,https://www.walmart.com/ip/Masters-of-the-Universe-80s-TV-Cartoon-He-Man-1983-Adult-Short-Sleeve-T-Shirt-Graphic-Tee/525251089,24.95,,0,"This shirt was printed in the USA, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt. There is no design on the back of the t-shirt.Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee",,Shop by Movie
he-man power of grayskull adult black t-shirt,https://www.walmart.com/ip/he-man-power-of-grayskull-adult-black-t-shirt/369593804,16.95,,0,,,Clothing
Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee,https://www.walmart.com/ip/Masters-of-the-Universe-80s-TV-Cartoon-He-Man-1983-Adult-Short-Sleeve-T-Shirt-Graphic-Tee/207915220,24.95,,0,"This shirt was printed in the USA, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt. There is no design on the back of the t-shirt.Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee",,Shop by Movie
Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee,https://www.walmart.com/ip/Masters-of-the-Universe-80s-TV-Cartoon-He-Man-1983-Adult-Short-Sleeve-T-Shirt-Graphic-Tee/216619914,24.95,,0,"This shirt was printed in the USA, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt. There is no design on the back of the t-shirt.Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee",,Shop by Movie
He-Man Nemesis Skeletor Logo White T-Shirt,https://www.walmart.com/ip/He-Man-Nemesis-Skeletor-Logo-White-T-Shirt/161717478,17.95,,0,,,Clothing
He-Man and She-Ra: A Christmas Special (1985) 11x17 Movie Poster,https://www.walmart.com/ip/He-Man-and-She-Ra-A-Christmas-Special-1985-11x17-Movie-Poster/193928908,9.98,,0,,,Home
Masters Of The Universe TV Show Grayskull He-Man Adult Black Back T-Shirt,https://www.walmart.com/ip/Masters-Of-The-Universe-TV-Show-Grayskull-He-Man-Adult-Black-Back-T-Shirt/363492868,29.95,,0,,,Clothing
"He-Man Eternia Gym Men's T-Shirt, Athletic Grey, Small",https://www.walmart.com/ip/He-Man-Eternia-Gym-Men-s-T-Shirt-Athletic-Grey-Small/106324333,19.88,,0,,,Clothing
Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee,https://www.walmart.com/ip/Masters-of-the-Universe-80s-TV-Cartoon-He-Man-1983-Adult-Short-Sleeve-T-Shirt-Graphic-Tee/489611034,24.95,,0,"This shirt was printed in the USA, using high quality 100% cotton. This graphic print design is printed only on the front of the shirt. There is no design on the back of the t-shirt.Masters of the Universe 80s TV Cartoon He-Man 1983 Adult Short Sleeve T-Shirt Graphic Tee",,Shop by Movie
He-Man Men's Classic Distressed How You Doin'? Licensed T-shirt Heathered Royal,https://www.walmart.com/ip/He-Man-Men-s-Classic-Distressed-How-You-Doin-Licensed-T-shirt-Heathered-Royal/391678185,40.00,,0,,,Clothing
Masters Of the Universe Mens T-Shirt - Half HE-Man Half Skeletor Face Image,https://www.walmart.com/ip/Masters-Of-the-Universe-Mens-T-Shirt-Half-HE-Man-Half-Skeletor-Face-Image/54984622,25.98,,0,,,Clothing
He-Man Ride Into Battle Mens Red Tank Top,https://www.walmart.com/ip/He-Man-Ride-Into-Battle-Mens-Red-Tank-Top/166748611,19.95,,0,,,Clothing
He-Man 360 Red Character Crew Socks,https://www.walmart.com/ip/He-Man-360-Red-Character-Crew-Socks/576813414,12.99,,0,Officially licensed He-Man 360 Character crew socks. Features the classic He-Man character design. Made from a polyester/spandex blend.He-Man 360 Red Character Crew Socks,,Shop by Movie
Masters of the Universe World's Smallest Microa Action Figure | He-Man,https://www.walmart.com/ip/Masters-of-the-Universe-World-s-Smallest-Microa-Action-Figure-He-Man/414116821,10.47,,0,"Enter into a fantastic universe beyond all time with Masters of the Universe Micro Action Figures! The most powerful man in the universe along with his trusted allies and evil foe are now available in micro size! They may be tiny, but they are still mighty! Micro Action Figures is a new line of highly detailed micro action figures for fans of all ages to collect and display. Now available in the world’s smallest size, measuring only 1.25 inches tall, each micro action figure has three points of articulation, and includes a replica of original blister card, for display and storage, a display stand and miniature accessories the figure can hold. The Masters of the Universe assortment features four retro styles He-Man, Battle Cat, Teela and archenemy Skeletor. Collect them all!","WORLD'S SMALLEST: Enter into a fantastic universe beyond all time with Masters of the Universe Micro Action Figures!,MICRO SIZE: Highly detailed micro action figure measuring 1.25 inches tall with three points of articulation.,AUTHENTIC ACCESSORIES: Includes a replica of the original action figure blister card for display and storage, display stand and miniature accessories!,GREAT GIFT IDEA: Purchase this World's Smallest Micro Action Figure for yourself or gift it to the Masters of the Universe fan in your life!",Toys
Skin Decal Wrap for Yeti One Gallon Jug Blue Fire,https://www.walmart.com/ip/Skin-Decal-Wrap-for-YETI-Rambler-Half-Gallon-Jug-sticker-Hot-Head/530187092,16.99,,0,,,Home
"Skin Decal Wrap for Lenovo Flex 5 14"" (2017) Blue Flames",https://www.walmart.com/ip/Skin-Decal-Wrap-for-Lenovo-Flex-5-14-2017-Safety-First/969523380,19.99,,0,"Do You Want Your Lenovo Flex 5 14"" (2017) To Look Different Than The Rest? ",,Electronics
"Masters Of the Universe Mens T-Shirt - Half HE-Man Half Skeletor Face Image (Small, Red)",https://www.walmart.com/ip/Masters-Of-the-Universe-Mens-T-Shirt-Half-HE-Man-Half-Skeletor-Face-Image-Small-Red/54943747,25.98,,0,,,Clothing
"MightySkins Skin For YETI Tundra 110 qt Cooler Lid – Bio Glare | Protective, Durable, and Unique Vinyl Decal wrap cover | Easy To Apply, Remove, and Change Styles | Made in the USA",https://www.walmart.com/ip/Easy-Remove-Durable-110-cover-Made-Apply-To-Decal-USA-qt-Vinyl-Lid-For-YETI-MightySkins-Bio-Change-Cooler-Glare-Protective-Skin-Unique-Tundra-wrap-St/156979313,79.99,,0,Do You Want Your YETI Tundra 110 qt Cooler Lid To Look Different Than The Rest? ,,Sports & Outdoors
Skin Decal Wrap for Microsoft Xbox One X Controller Blue Fire,https://www.walmart.com/ip/Skin-Decal-Wrap-for-Microsoft-Xbox-One-X-Controller-Green-Flames/800710036,8.99,5.0,1,Do You Want Your Microsoft Xbox One X Controller To Look Different Than The Rest? ,,Video Games
"MightySkins Skin For HP Chromebook 11.6"" (2018), 14"" 11 G5 11.6"", (2018) | Protective, Durable, and Unique Vinyl Decal wrap cover Easy To Apply, Remove, Change Styles Made in the USA",https://www.walmart.com/ip/Skin-Decal-Wrap-for-HP-Chromebook-11-G5-11-6-Keep-The-Beat/319944762,19.99,,0,"Do You Want Your HP Chromebook 11 G5 11.6"" To Look Different Than The Rest? ",,Electronics
"MightySkins Skin For RTIC 20 Cooler (2017 Model) | Protective, Durable, and Unique Vinyl Decal wrap cover | Easy To Apply, Remove, and Change Styles | Made in the USA",https://www.walmart.com/ip/Easy-Remove-2017-Durable-cover-Made-Apply-To-Decal-USA-Vinyl-For-MightySkins-Change-Model-Cooler-Protective-Skin-RTIC-Unique-wrap-20-Styles/267442437,27.99,,0,"MightySkins Skin For RTIC 20 Cooler (2017 Model) | Protective, Durable, and Unique Vinyl Decal wrap cover | Easy To Apply, Remove, and Change Styles | Made in the USA11352",,Sports & Outdoors
Hallmark Keepsake 2017 He-Man and the Masters of the Universe Skeletor Christmas Ornament,https://www.walmart.com/ip/Hallmark-Keepsake-2017-He-Man-and-the-Masters-of-the-Universe-Skeletor-Christmas-Ornament/871645247,33.29,,0,,,Home
He-Man Battle Cat Masters of the Universe Collectible Pendant Lapel Hat Pin,https://www.walmart.com/ip/He-Man-Battle-Cat-Masters-of-the-Universe-Collectible-Pendant-Lapel-Hat-Pin/780355090,13.95,,0,"1.5"" Size Pin High quality enamel pin with two metal backingsHe-Man Battle Cat Masters of the Universe Collectible Pendant Lapel Hat Pin",,Shop by Movie
I Am He-Man! (He-Man),https://www.walmart.com/ip/I-Am-He-Man-He-Man-9781984850331/997309570,4.99,5.0,1,He-Man and his friends defend Castle Grayskull from the evil forces of Skeletor.,,Shop by Movie
Masters Of The Universe Lanyard with He-Man Rubber Charm,https://www.walmart.com/ip/Masters-Of-The-Universe-Lanyard-with-He-Man-Rubber-Charm/995973264,9.99,,0,"Be the Master of your own Universe with the help of this officially licensed Masters Of The Universe Lanyard with He-Man Rubber Charm. Featuring neck break away technology and a lower buckle release, his colorful vintage lanyard is made from polyester and features the Masters Of The Universe logo and a He-Man charm.Masters Of The Universe Lanyard with He-Man Rubber Charm",,Shop by Movie
"Masters of the Universe & Space Logo Adult Heather Hoodie, Black - Small",https://www.walmart.com/ip/Masters-of-the-Universe-Space-Logo-Adult-Heather-Hoodie-44-Black-Small/243834182,36.20,,0,Trevco products are assured for reliability and durability which has high quality and standard. Our products are designed with the up to date designs and creativity. We always work towards- SKU: ZX9TCSW709707,,Shop by Movie
He-Man Invitations w/ Env.,https://www.walmart.com/ip/He-Man-Invitations-w-Env/517047141,25.49,,0,He-Man Invitations w/ Env.,,Shop by Movie
"Rise and Fall of the 80s Toon Empire : A Behind the Scenes Look at When He-Man, G.I. Joe and Transformers Ruled the Airwaves",https://www.walmart.com/ip/Rise-and-Fall-of-the-80s-Toon-Empire-A-Behind-the-Scenes-Look-at-When-He-Man-G-I-Joe-and-Transformers-Ruled-the-Airwaves-9781974098606/642907052,18.99,,0,"At Last, The In-Depth Story of the 1980s' TV Cartoon Explosion, With Dozens Of Quotes From Cartoon Writers and Producers Who Contributed To The '80s Legacy.He-Man. She-Ra. The Transformers. G.I. Joe. Thundercats. Voltron. Robotech. Rainbow Brite. Care Bears. My Little Pony. Jem. Inspector Gadget. All names that changed American pop culture. Now you'll learn the incredible story behind their arrival on American television.Rise and Fall of the 80s Toon Empire is a bird's eye view of a time in television history. It not only reveals the creative inspiration behind so many '80s cartoons, but it looks at the overall TV industry - showing how new cartoons were sold to TV stations (hint, the stations didn't pay a penny for many of them), how cartoons helped innovate the selling of home video cassettes, the ratings wars for the attention of young audiences, the fight by He-Man, Optimus Prime and G.I. Joe to conquer the big screen, and in the end, why the toon boom crashed.",,Shop by Movie
He-Man: The Eternity War Vol. 2,https://www.walmart.com/ip/He-Man-The-Eternity-War-Vol-2-9781401261283/47698466,15.10,,0,"Collects He-Man, the eternity war #7-15.The war for Eternia reaches its epic conclusion! ",,Shop by Movie
World's Smallest Masters of the Universe He-Man Micro Figure,https://www.walmart.com/ip/World-s-Smallest-Masters-of-the-Universe-He-Man-Micro-Figure/120458345,7.99,,0,Now you can add micro-sized versions of your favorite Masters of the Universe characters with the World's Smallest Masters of the Universe collection by Super Impulse!  ,,Toys
He-Man and the Masters of the Universe Vol. 2: Origins of Eternia,https://www.walmart.com/ip/He-Man-and-the-Masters-of-the-Universe-Vol-2-Origins-of-Eternia-9781401243128/25939432,12.86,2.2,5,"""He-Man and the Masters of the Universe continues its return to comics in an all-new graphic novel! The untold origin stories of Eternia's most prominent heroes and villains are unveiled by the best writers and artists in the industry today. Joshua Hale Fialkov (Green Lantern) and Keith Giffen (Legion of Super-Heroes) mold the world of the Masters of the Universe, with tales of the beginnings of classic characters He-Man, Skeletor, Hordak and more! This graphic novels also puts in print several digital-first chapters. Collects Masters of the Universe Digital Chapters #2-7, Masters of the Universe: The Origin of Skeletor #1, Masters of the Universe: Origin of He-Man #1, and Masters of the Universe: Origin of Hordak #1""--HE-MAN AND THE MASTERS OF THE UNIVERSE continues its return to comics in an all-new graphic novel!  ",,Books
Funko POP! & Tee: Masters of the Universe - He-Man (Glow) - Large - Walmart Exclusive,https://www.walmart.com/ip/Funko-POP-Tee-Masters-of-the-Universe-He-Man-Glow-Large-Walmart-Exclusive/169835511,24.88,2.0,1,Funko POP! & Tee: Masters of the Universe - He-Man (Glow) - Large - Walmart Exclusive,,Shop by Movie
Funko POP! & Tee: Masters of the Universe - He-Man (Glow) - Extra Large - Walmart Exclusive,https://www.walmart.com/ip/Funko-POP-Tee-Masters-of-the-Universe-He-Man-Glow-Extra-Large-Walmart-Exclusive/966006506,24.88,4.3,3,Funko POP! & Tee: Masters of the Universe - He-Man (Glow) - Extra Large - Walmart Exclusive,,Shop by Movie
masters of the universe: battle sound he-man action figure with dragon invasion vhs video,https://www.walmart.com/ip/masters-of-the-universe-battle-sound-he-man-action-figure-with-dragon-invasion-vhs-video/807959719,44.46,,0, ,,Toys
MOTU Masters Of The Universe Smash Blade He-Man,https://www.walmart.com/ip/MOTU-Masters-Of-The-Universe-Smash-Blade-He-Man/898643270,71.28,,0,MOTU Masters Of The Universe Smash Blade He-Man,,Toys
